year,month,day,airline,flight_number,origin_airport,destination_airport,departure_delay,arrival_delay,flight_duration
2023,10,28,AirlineB,3677,JFK,MSP,338,524,277
2023,8,5,AirlineD,7537,ORD,LAS,487,35,229
2021,6,20,AirlineA,9727,PHX,MSP,373,516,333
2023,5,17,AirlineB,2169,SLC,SEA,162,432,632
2021,3,4,AirlineB,8359,LAX,MIA,92,513,513
2023,1,8,AirlineC,1964,IAH,MIA,45,435,95
2022,5,23,AirlineA,7537,ATL,SFO,330,76,646
2023,10,9,AirlineC,6925,PHX,DEN,475,74,221
2021,3,16,AirlineD,8749,DFW,SEA,195,540,510
2021,3,1,AirlineC,4752,ORD,SFO,85,354,225
2022,11,11,AirlineC,3103,IAH,SEA,169,-29,597
2021,4,10,AirlineC,7572,SLC,MIA,282,484,576
2022,9,20,AirlineE,7482,JFK,BOS,445,-9,215
2021,6,20,AirlineD,8062,PHX,DEN,596,290,239
2023,8,16,AirlineC,4295,ORD,MSP,407,184,208
2023,12,11,AirlineD,7065,DFW,SFO,433,479,530
2022,3,6,AirlineC,2290,ORD,MIA,398,52,453
2022,9,3,AirlineB,5342,ORD,MIA,347,556,206
2021,10,10,AirlineA,9928,PHX,MSP,193,13,200
2023,6,11,AirlineE,3504,ATL,MSP,220,444,202
2023,7,6,AirlineE,8953,DFW,SFO,13,411,431
2021,6,22,AirlineC,4295,JFK,LAS,69,169,254
2023,2,8,AirlineE,2545,JFK,MIA,249,557,592
2021,12,28,AirlineB,1434,LAX,SFO,125,66,222
2021,6,24,AirlineC,3504,LAX,LAS,521,127,490
2023,7,18,AirlineD,3504,DFW,MIA,76,566,157
2023,6,9,AirlineE,9005,JFK,MSP,286,282,181
2023,1,2,AirlineD,6925,SLC,CLT,507,461,295
2022,9,11,AirlineD,8177,IAH,BOS,378,288,166
2023,7,24,AirlineB,5554,DFW,SFO,84,595,189
2023,7,26,AirlineB,6925,LAX,SEA,157,-13,357
2023,2,2,AirlineC,3045,DFW,SEA,85,258,542
2023,10,25,AirlineA,1106,SLC,CLT,127,386,647
2023,10,20,AirlineC,8962,LAX,SFO,496,173,158
2023,9,1,AirlineA,8428,IAH,MSP,389,-9,217
2023,1,2,AirlineA,5040,ATL,SFO,522,314,243
2023,7,7,AirlineA,2824,PHX,MIA,304,153,321
2021,9,8,AirlineE,2160,JFK,LAS,536,135,472
2023,3,22,AirlineE,8062,JFK,MIA,431,377,591
2023,7,6,AirlineD,4119,IAH,SEA,202,151,614
2021,9,20,AirlineD,4770,ATL,SEA,465,387,130
2023,6,21,AirlineA,7537,IAH,SFO,377,435,152
2021,7,18,AirlineC,7939,LAX,MIA,46,164,203
2023,9,26,AirlineB,2307,ATL,SFO,71,523,565
2023,4,12,AirlineB,8123,LAX,CLT,303,-10,460
2022,8,13,AirlineA,2982,JFK,MSP,349,565,216
2021,11,18,AirlineE,7924,DFW,SEA,46,100,523
2023,8,14,AirlineA,5808,LAX,LAS,577,399,638
2023,11,8,AirlineE,4750,DFW,LAS,479,152,62
2023,12,5,AirlineD,3266,PHX,MSP,516,363,219
2023,6,19,AirlineA,6881,PHX,CLT,179,285,676
2023,10,19,AirlineB,5339,PHX,SEA,586,249,490
2023,11,1,AirlineD,3167,DFW,SFO,563,592,68
2022,5,21,AirlineD,6635,IAH,MSP,574,281,109
2022,10,20,AirlineD,3927,JFK,MIA,536,579,513
2022,11,22,AirlineD,9751,PHX,BOS,385,252,122
2023,4,26,AirlineE,4258,DFW,DEN,390,443,293
2022,8,17,AirlineC,4814,IAH,DEN,359,269,643
2023,1,9,AirlineC,4456,JFK,SFO,497,373,55
2022,3,4,AirlineA,3045,IAH,SFO,439,10,451
2022,5,18,AirlineE,9279,JFK,SFO,247,517,303
2022,9,4,AirlineB,2824,ATL,MIA,307,464,357
2023,9,18,AirlineB,9835,SLC,BOS,78,536,400
2022,4,1,AirlineB,5371,PHX,MIA,18,-30,262
2021,11,12,AirlineD,2545,IAH,DEN,576,580,409
2023,4,1,AirlineC,2489,DFW,DEN,541,237,623
2021,8,18,AirlineC,5119,SLC,MIA,484,461,64
2023,2,17,AirlineD,3045,IAH,MIA,1,85,691
2021,7,12,AirlineA,2535,ATL,BOS,272,280,303
2021,10,20,AirlineA,1771,SLC,BOS,321,402,617
2022,6,6,AirlineC,7912,IAH,SFO,99,89,376
2022,10,20,AirlineD,5315,ORD,LAS,405,152,233
2021,2,20,AirlineA,7482,ATL,SEA,271,420,75
2022,8,10,AirlineD,2489,DFW,BOS,303,351,656
2021,10,14,AirlineC,2291,LAX,SEA,517,200,365
2021,8,27,AirlineA,6881,DFW,LAS,326,193,149
2021,12,27,AirlineE,4811,JFK,SEA,373,100,719
2021,2,28,AirlineA,4899,SLC,SEA,116,444,551
2021,7,25,AirlineC,9005,ATL,LAS,539,298,373
2023,6,6,AirlineB,9727,DFW,SFO,324,113,365
2021,7,4,AirlineE,9179,SLC,LAS,599,56,504
2021,1,11,AirlineA,1009,JFK,LAS,285,583,139
2022,8,15,AirlineC,8573,SLC,SEA,344,189,410
2021,5,15,AirlineE,9834,DFW,DEN,442,91,409
2023,5,23,AirlineE,5808,ATL,BOS,266,587,253
2021,6,8,AirlineD,3504,JFK,SEA,169,97,587
2021,7,3,AirlineA,1964,ATL,SEA,503,585,231
2022,1,17,AirlineD,4258,ORD,DEN,331,148,536
2023,8,7,AirlineA,1916,IAH,SFO,293,34,365
2021,2,15,AirlineC,7916,PHX,SEA,305,201,539
2023,1,4,AirlineE,4946,LAX,LAS,405,459,237
2022,5,28,AirlineD,5889,LAX,CLT,423,357,211
2023,7,19,AirlineA,2084,ATL,SEA,375,109,646
2023,10,9,AirlineD,7537,IAH,BOS,319,23,669
2023,10,19,AirlineA,1964,JFK,DEN,19,515,654
2023,6,16,AirlineB,8962,JFK,SEA,318,137,142
2023,2,18,AirlineE,7916,DFW,BOS,144,271,444
2022,12,17,AirlineE,6168,SLC,LAS,418,144,619
2022,8,11,AirlineE,5040,ORD,DEN,576,22,228
2021,2,15,AirlineE,8123,LAX,SFO,276,511,598
2021,11,20,AirlineD,4611,SLC,MIA,306,564,586
2022,5,11,AirlineA,8573,ATL,MSP,478,133,580
2022,9,4,AirlineA,4150,ATL,MIA,184,510,559
2022,7,28,AirlineE,4527,LAX,SEA,594,473,596
2021,5,11,AirlineE,5506,JFK,SFO,77,425,524
2023,1,12,AirlineC,5333,IAH,MSP,569,182,271
2022,2,21,AirlineC,4981,JFK,CLT,-18,296,244
2021,11,13,AirlineA,8749,LAX,DEN,559,216,643
2021,1,8,AirlineE,2519,SLC,BOS,107,292,402
2021,4,24,AirlineD,1520,JFK,LAS,517,73,559
2023,2,2,AirlineC,9179,JFK,SFO,276,187,517
2021,7,3,AirlineC,2104,SLC,SEA,358,381,188
2022,2,7,AirlineC,3504,IAH,SEA,184,331,292
2023,1,23,AirlineA,6107,PHX,LAS,410,62,420
2023,5,15,AirlineB,5557,PHX,MSP,354,215,643
2022,10,6,AirlineC,3287,LAX,DEN,358,267,297
2022,11,20,AirlineA,4681,ORD,SEA,452,467,231
2022,1,28,AirlineB,2832,IAH,MSP,389,-26,396
2021,5,6,AirlineE,8359,IAH,BOS,232,40,467
2021,1,4,AirlineE,2104,SLC,LAS,179,312,593
2023,5,14,AirlineC,1520,PHX,DEN,8,163,618
2023,1,5,AirlineD,7227,JFK,BOS,116,468,474
2021,7,5,AirlineE,6574,DFW,BOS,247,434,163
2023,10,8,AirlineE,6155,ATL,MIA,559,391,633
2021,7,16,AirlineD,5010,JFK,SFO,147,487,594
2022,10,17,AirlineD,2588,DFW,LAS,329,84,287
2022,9,24,AirlineD,2584,SLC,DEN,434,242,246
2021,11,14,AirlineE,1949,LAX,DEN,362,247,80
2021,5,7,AirlineE,9317,LAX,CLT,180,531,526
2022,11,24,AirlineC,7126,ATL,SEA,189,384,335
2022,8,1,AirlineC,3615,ATL,MIA,589,-18,682
2021,6,7,AirlineE,8177,IAH,MIA,160,528,175
2022,3,12,AirlineC,7201,JFK,BOS,39,144,283
2021,10,2,AirlineC,6573,SLC,SFO,-23,244,331
2021,1,2,AirlineD,1964,DFW,DEN,548,190,208
2022,6,25,AirlineB,6038,LAX,MIA,464,600,361
2021,11,5,AirlineB,7669,DFW,CLT,-2,571,616
2022,3,24,AirlineD,9751,IAH,SEA,157,151,427
2021,8,27,AirlineC,6635,ORD,BOS,-16,241,706
2023,4,6,AirlineD,7924,LAX,MIA,6,167,357
2022,9,14,AirlineA,1964,IAH,SEA,21,456,57
2021,9,13,AirlineD,4750,ORD,MIA,125,5,77
2023,6,25,AirlineB,1771,IAH,SFO,41,554,414
2021,7,18,AirlineE,9935,JFK,LAS,446,457,664
2022,1,2,AirlineA,2743,ATL,SFO,311,546,57
2021,8,7,AirlineE,8123,LAX,SEA,5,432,220
2021,2,4,AirlineB,1319,IAH,MIA,491,453,122
2023,7,16,AirlineB,2139,LAX,MIA,229,293,331
2023,7,26,AirlineA,2743,LAX,SFO,530,40,530
2021,8,9,AirlineC,5374,IAH,MIA,118,200,353
2022,3,6,AirlineC,6635,LAX,MSP,-15,117,395
2021,4,19,AirlineC,4119,LAX,SFO,-13,567,323
2022,12,27,AirlineD,1053,ORD,MSP,-7,183,232
2022,11,21,AirlineC,4456,LAX,SEA,103,451,463
2021,11,15,AirlineE,6168,JFK,SFO,246,323,412
2023,9,12,AirlineA,9348,JFK,SFO,78,78,633
2023,2,11,AirlineE,2133,LAX,SFO,410,523,459
2023,5,24,AirlineE,9005,IAH,BOS,460,539,483
2023,11,14,AirlineB,7227,SLC,MSP,30,-21,557
2023,5,10,AirlineD,5010,JFK,SEA,418,540,135
2023,2,19,AirlineA,9317,DFW,SFO,57,417,352
2021,1,13,AirlineE,3167,ATL,MSP,592,100,247
2022,4,9,AirlineE,8573,IAH,BOS,429,10,561
2021,2,8,AirlineE,1009,IAH,LAS,250,412,236
2021,12,28,AirlineA,2291,LAX,SFO,174,473,196
2021,6,11,AirlineA,2654,ATL,MIA,32,-9,63
2023,9,13,AirlineB,4752,IAH,CLT,215,577,158
2023,1,1,AirlineE,9837,LAX,DEN,228,91,460
2021,1,19,AirlineA,9085,ORD,SEA,112,476,251
2022,12,27,AirlineE,4770,SLC,MIA,367,-21,599
2023,6,10,AirlineE,8359,IAH,CLT,234,367,295
2021,1,1,AirlineE,3060,DFW,SEA,225,414,166
2021,12,27,AirlineB,5371,LAX,DEN,505,57,370
2021,11,20,AirlineE,8397,PHX,BOS,307,483,189
2023,5,5,AirlineA,1750,DFW,MIA,40,341,253
2022,4,9,AirlineD,2040,JFK,CLT,299,354,633
2023,10,9,AirlineC,2133,DFW,MSP,412,422,196
2023,1,4,AirlineA,6947,ORD,BOS,-14,112,597
2021,12,17,AirlineB,6881,ATL,CLT,580,265,46
2021,7,5,AirlineA,1009,PHX,DEN,478,238,377
2021,8,8,AirlineC,8177,ATL,MSP,289,133,272
2022,8,1,AirlineA,1525,LAX,SFO,66,543,187
2023,12,11,AirlineA,6947,LAX,MSP,41,150,691
2022,6,19,AirlineA,1916,IAH,DEN,2,32,520
2023,3,8,AirlineA,3677,IAH,MSP,-6,25,132
2021,9,8,AirlineE,6635,SLC,DEN,0,61,224
2021,3,19,AirlineD,4257,PHX,DEN,98,0,715
2022,9,23,AirlineC,5506,SLC,MSP,415,302,274
2023,5,10,AirlineD,8953,JFK,BOS,151,117,495
2022,4,28,AirlineC,9085,JFK,DEN,60,310,287
2021,6,16,AirlineB,9834,DFW,CLT,122,235,285
2022,9,14,AirlineA,9317,IAH,SFO,137,295,148
2023,11,5,AirlineD,1344,ORD,MSP,433,-27,566
2022,7,23,AirlineD,5040,IAH,SFO,103,252,123
2023,8,14,AirlineE,9797,DFW,BOS,454,448,127
2023,3,19,AirlineA,8177,ATL,LAS,-15,7,467
2021,9,10,AirlineE,4946,SLC,BOS,119,98,285
2022,5,26,AirlineB,5386,JFK,BOS,399,357,605
2021,2,5,AirlineA,3340,IAH,BOS,589,334,212
2022,5,19,AirlineB,4657,IAH,BOS,259,60,171
2021,11,23,AirlineE,2743,ATL,DEN,513,120,519
2021,1,28,AirlineD,7065,DFW,SEA,315,570,339
2023,9,26,AirlineB,8953,LAX,BOS,570,399,594
2021,7,13,AirlineC,7939,JFK,LAS,70,73,89
2021,2,6,AirlineC,2084,ATL,BOS,54,160,298
2021,2,23,AirlineD,4582,DFW,MSP,-26,215,553
2021,2,23,AirlineE,9085,JFK,MIA,177,137,108
2023,4,4,AirlineE,5371,JFK,DEN,61,252,78
2021,4,10,AirlineD,4527,ATL,DEN,478,71,648
2022,11,18,AirlineD,1488,LAX,MSP,129,333,676
2021,12,17,AirlineC,7924,DFW,CLT,506,306,418
2021,11,4,AirlineA,4814,SLC,LAS,198,315,587
2021,12,4,AirlineA,8433,ORD,CLT,505,-27,527
2021,8,20,AirlineA,4899,ATL,CLT,84,395,153
2022,1,18,AirlineE,3547,SLC,SFO,102,177,655
2023,11,13,AirlineC,9201,SLC,DEN,518,172,541
2022,4,2,AirlineD,7252,LAX,MIA,156,263,605
2021,11,24,AirlineE,7543,PHX,CLT,482,2,60
2021,11,9,AirlineC,4733,ORD,SEA,374,160,211
2021,7,19,AirlineA,9085,IAH,LAS,436,235,452
2023,8,1,AirlineD,9797,PHX,DEN,417,91,296
2023,6,23,AirlineB,5557,PHX,MIA,88,386,350
2021,7,3,AirlineA,5315,JFK,SEA,172,342,92
2023,9,25,AirlineC,9785,DFW,SEA,85,521,272
2023,3,10,AirlineE,4752,LAX,SEA,-6,-20,353
2021,12,14,AirlineE,7873,JFK,LAS,204,17,195
2021,6,3,AirlineD,1053,PHX,MSP,267,383,295
2021,11,28,AirlineE,7482,ATL,BOS,533,62,140
2021,6,1,AirlineA,2545,DFW,CLT,400,235,204
2022,9,27,AirlineE,8668,LAX,LAS,453,222,610
2022,6,24,AirlineA,6881,LAX,CLT,474,307,145
2021,4,19,AirlineC,2588,SLC,DEN,319,340,310
2021,7,28,AirlineA,2588,SLC,SFO,202,362,64
2021,5,26,AirlineC,1188,PHX,BOS,402,443,524
2021,1,12,AirlineA,9797,LAX,MIA,441,178,107
2023,8,4,AirlineC,9085,DFW,CLT,514,205,537
2023,12,2,AirlineB,7924,SLC,LAS,284,203,587
2021,3,15,AirlineC,9928,DFW,LAS,440,155,437
2021,3,19,AirlineB,8517,DFW,MSP,510,382,196
2022,3,18,AirlineE,6168,JFK,CLT,396,408,301
2021,1,15,AirlineD,1117,ATL,SFO,459,39,256
2022,4,24,AirlineE,3504,SLC,MSP,111,336,663
2021,4,17,AirlineD,5562,SLC,MIA,386,0,314
2023,9,13,AirlineE,4608,ATL,SFO,28,312,424
2021,5,1,AirlineC,2679,ORD,CLT,174,561,473
2023,2,11,AirlineE,6573,IAH,BOS,-21,291,241
2023,11,24,AirlineC,2040,SLC,MIA,455,482,654
2022,8,23,AirlineC,3287,DFW,SFO,416,48,645
2023,1,8,AirlineE,5010,ORD,SFO,458,185,457
2023,3,15,AirlineB,4150,JFK,SFO,149,120,538
2021,2,25,AirlineA,8123,PHX,CLT,406,591,168
2022,2,14,AirlineB,4811,DFW,SFO,526,350,161
2022,5,27,AirlineE,3621,ATL,MIA,353,149,151
2022,10,1,AirlineB,9727,ORD,SFO,0,154,468
2023,9,1,AirlineA,8573,ORD,MSP,245,477,124
2021,7,18,AirlineA,9928,SLC,CLT,-11,191,127
2022,4,15,AirlineA,5339,JFK,MIA,268,567,248
2021,3,14,AirlineD,4150,DFW,BOS,355,561,274
2021,8,6,AirlineE,4598,SLC,MSP,217,538,50
2023,4,19,AirlineA,8744,IAH,LAS,236,32,205
2022,10,24,AirlineE,6947,PHX,DEN,588,194,664
2021,3,15,AirlineB,2545,SLC,SFO,523,59,208
2023,2,27,AirlineD,8428,PHX,MIA,275,546,484
2021,3,27,AirlineD,4899,IAH,CLT,374,309,220
2022,3,18,AirlineC,5304,ATL,CLT,241,570,427
2021,8,24,AirlineA,4258,IAH,BOS,-28,398,552
2022,7,28,AirlineA,2291,JFK,MIA,75,548,220
2023,1,6,AirlineB,6804,LAX,LAS,276,213,679
2021,5,9,AirlineE,2403,JFK,SEA,147,130,401
2021,4,7,AirlineB,1409,ORD,SEA,336,38,86
2021,6,21,AirlineC,3287,JFK,DEN,201,315,335
2022,12,22,AirlineA,6977,IAH,BOS,183,168,296
2021,3,10,AirlineB,1771,ORD,MSP,105,-23,595
2021,6,19,AirlineE,8397,ATL,DEN,99,245,321
2021,3,19,AirlineA,9797,PHX,MSP,290,596,660
2023,3,2,AirlineA,6635,ATL,CLT,381,172,122
2022,8,10,AirlineE,4593,DFW,SFO,37,-15,438
2021,10,25,AirlineC,9479,LAX,SEA,428,320,682
2021,10,5,AirlineB,2796,SLC,DEN,204,72,538
2022,4,24,AirlineD,2519,IAH,BOS,454,296,199
2023,9,21,AirlineD,3803,IAH,DEN,115,-4,680
2022,2,15,AirlineB,2679,JFK,SFO,515,245,367
2021,5,2,AirlineB,7201,LAX,DEN,332,205,384
2022,1,11,AirlineA,7216,ATL,SFO,72,565,700
2021,5,8,AirlineA,3646,SLC,CLT,575,442,698
2021,5,15,AirlineE,2519,PHX,BOS,104,127,140
2023,9,8,AirlineC,6107,PHX,DEN,574,154,52
2022,9,16,AirlineD,1520,IAH,CLT,361,558,248
2021,4,25,AirlineB,3060,IAH,LAS,67,336,677
2021,3,11,AirlineD,4899,DFW,MSP,251,28,577
2022,11,17,AirlineC,3167,ATL,SFO,298,417,534
2021,7,26,AirlineB,4657,DFW,MSP,463,98,719
2023,3,12,AirlineC,5554,PHX,LAS,52,569,446
2021,9,6,AirlineB,4150,PHX,MIA,78,516,232
2022,12,26,AirlineD,2291,DFW,CLT,146,535,466
2021,10,25,AirlineC,4150,JFK,DEN,143,136,296
2022,2,10,AirlineE,2403,ORD,MIA,-17,590,715
2022,7,6,AirlineD,1520,ORD,MSP,378,-30,313
2022,1,19,AirlineC,5119,ATL,SFO,38,458,336
2023,1,1,AirlineB,4470,LAX,MIA,56,558,269
2021,6,25,AirlineB,9005,ORD,SFO,134,275,519
2021,2,19,AirlineB,9348,JFK,MIA,399,-9,586
2021,8,16,AirlineA,4483,IAH,BOS,379,83,473
2021,8,14,AirlineB,1771,DFW,SEA,508,332,55
2021,10,11,AirlineB,8123,ORD,SEA,247,403,137
2022,7,22,AirlineB,6977,LAX,SEA,172,390,162
2021,11,26,AirlineE,5010,DFW,DEN,415,276,185
2021,12,4,AirlineD,5040,DFW,BOS,89,171,515
2021,8,16,AirlineD,9837,PHX,CLT,400,2,477
2023,4,26,AirlineC,5342,DFW,SFO,16,254,483
2021,8,11,AirlineC,7924,SLC,MIA,58,476,679
2023,10,7,AirlineB,6168,ORD,MIA,142,263,618
2021,8,10,AirlineC,6804,DFW,DEN,478,142,269
2022,6,14,AirlineC,5741,IAH,BOS,429,553,56
2021,6,28,AirlineC,6804,PHX,SEA,357,110,473
2023,10,2,AirlineC,1964,SLC,SFO,172,498,489
2023,12,9,AirlineA,5061,JFK,MIA,579,317,277
2023,6,21,AirlineC,9201,DFW,SFO,63,370,330
2021,6,25,AirlineE,5342,JFK,MIA,565,195,533
2023,2,9,AirlineD,2535,DFW,CLT,390,66,345
2021,8,17,AirlineE,3677,DFW,SEA,438,22,450
2023,7,3,AirlineE,7669,SLC,LAS,395,232,469
2022,3,22,AirlineD,4119,ATL,MSP,536,38,421
2023,5,23,AirlineA,3646,PHX,MIA,31,122,508
2022,12,6,AirlineE,3547,JFK,BOS,312,11,510
2023,9,13,AirlineA,4752,ATL,LAS,391,408,79
2022,1,8,AirlineB,9797,DFW,MSP,576,491,296
2021,1,13,AirlineD,8397,SLC,SEA,-8,384,527
2023,2,18,AirlineB,4150,ORD,MSP,390,456,633
2023,5,25,AirlineA,4470,JFK,CLT,490,489,486
2022,4,17,AirlineC,4608,JFK,MSP,452,180,631
2022,4,10,AirlineB,2104,SLC,MSP,-6,292,697
2022,1,28,AirlineC,2403,ORD,SFO,90,436,105
2022,11,28,AirlineE,8668,LAX,MSP,423,0,461
2022,4,6,AirlineA,2588,LAX,MSP,136,561,60
2022,4,26,AirlineE,2133,ORD,DEN,550,519,208
2022,2,18,AirlineB,7252,PHX,SEA,208,444,137
2022,12,1,AirlineE,8668,DFW,BOS,145,384,646
2022,3,1,AirlineB,4899,ATL,DEN,213,304,354
2023,11,20,AirlineA,3547,DFW,LAS,549,595,473
2022,1,13,AirlineE,6925,LAX,LAS,521,419,239
2021,6,9,AirlineE,1009,ORD,BOS,207,544,569
2023,5,22,AirlineB,4582,ORD,DEN,447,521,159
2022,8,17,AirlineA,9085,IAH,BOS,197,86,396
2023,9,19,AirlineA,6574,IAH,BOS,564,115,714
2023,2,11,AirlineA,2307,SLC,MIA,87,457,100
2023,3,14,AirlineC,1520,SLC,MIA,178,1,570
2023,9,2,AirlineE,8177,LAX,CLT,133,381,198
2023,3,20,AirlineD,6947,ORD,BOS,276,509,379
2021,11,28,AirlineA,5808,ORD,LAS,548,158,701
2023,8,21,AirlineC,5557,LAX,MSP,522,-28,478
2023,11,4,AirlineE,9085,LAX,SFO,453,385,446
2021,1,18,AirlineA,1009,ORD,MIA,215,92,512
2021,11,25,AirlineB,7252,ATL,BOS,257,245,268
2022,10,13,AirlineB,9479,DFW,LAS,504,466,51
2021,3,1,AirlineC,2049,ORD,BOS,136,352,265
2022,10,1,AirlineE,1106,ORD,SEA,439,342,299
2021,3,18,AirlineC,2290,SLC,MSP,30,225,669
2022,11,25,AirlineD,2824,ORD,BOS,218,354,370
2021,12,10,AirlineA,9830,PHX,SEA,405,231,558
2021,12,18,AirlineD,6930,DFW,MIA,218,379,323
2023,9,5,AirlineA,9830,SLC,CLT,224,500,423
2022,12,13,AirlineD,1711,ATL,SFO,206,408,84
2022,7,26,AirlineD,5342,IAH,BOS,569,45,177
2022,10,10,AirlineE,3927,ORD,SFO,21,232,235
2023,9,13,AirlineB,7201,IAH,SFO,-19,363,471
2022,2,15,AirlineE,9727,IAH,SFO,163,323,431
2023,10,20,AirlineB,3060,ATL,SEA,298,536,533
2022,9,17,AirlineD,2160,SLC,CLT,595,161,426
2022,1,10,AirlineA,2169,DFW,SFO,20,505,302
2023,4,4,AirlineC,2307,ATL,DEN,128,99,457
2021,1,1,AirlineA,4752,DFW,MIA,447,378,195
2023,12,24,AirlineA,5386,ATL,MIA,261,547,117
2021,5,4,AirlineA,4814,SLC,LAS,125,526,526
2021,1,19,AirlineE,1319,IAH,LAS,362,274,208
2023,11,23,AirlineB,1525,JFK,LAS,124,26,576
2021,4,11,AirlineB,9935,SLC,MSP,408,593,149
2023,5,18,AirlineE,3504,ORD,MIA,348,381,591
2021,1,3,AirlineD,4681,PHX,SEA,-28,429,675
2022,7,4,AirlineE,5119,PHX,CLT,126,267,51
2022,4,26,AirlineC,9317,DFW,DEN,137,295,275
2021,11,7,AirlineD,2049,PHX,MSP,69,-17,98
2022,8,16,AirlineB,9479,ORD,DEN,478,328,108
2021,7,3,AirlineE,2588,ORD,MIA,120,311,681
2023,10,20,AirlineA,3103,ATL,CLT,168,185,515
2021,4,10,AirlineB,1525,DFW,BOS,429,263,608
2023,1,25,AirlineC,2743,IAH,MIA,424,517,470
2021,4,11,AirlineA,1409,SLC,MSP,299,48,667
2021,8,21,AirlineA,1964,PHX,DEN,464,214,718
2021,9,19,AirlineC,4611,DFW,LAS,362,167,306
2021,10,27,AirlineA,4923,PHX,MIA,322,324,602
2023,2,24,AirlineA,4483,SLC,BOS,247,371,419
2021,10,22,AirlineA,2796,JFK,CLT,454,-28,96
2022,1,19,AirlineB,5012,DFW,LAS,289,90,597
2022,1,25,AirlineB,5342,ORD,SFO,53,522,69
2023,4,19,AirlineD,1771,ORD,MIA,214,496,425
2023,9,13,AirlineC,6107,JFK,CLT,516,523,57
2021,7,11,AirlineB,9645,PHX,DEN,361,259,492
2023,10,7,AirlineB,5562,ATL,LAS,397,105,249
2021,4,20,AirlineD,6168,DFW,MIA,485,489,99
2022,8,2,AirlineE,5562,SLC,MIA,580,142,87
2023,12,4,AirlineE,1514,LAX,BOS,197,50,139
2021,11,28,AirlineB,2489,IAH,DEN,68,313,595
2022,9,11,AirlineE,2535,PHX,SFO,378,216,235
2023,2,4,AirlineE,5061,IAH,MIA,272,435,207
2021,1,11,AirlineB,3705,SLC,MIA,457,458,324
2022,12,9,AirlineC,5315,JFK,SFO,171,51,499
2021,5,13,AirlineA,9835,PHX,SEA,560,248,476
2022,7,14,AirlineB,7916,ORD,SEA,304,560,429
2021,6,8,AirlineA,6881,IAH,DEN,517,278,61
2021,6,16,AirlineE,5371,JFK,SEA,367,499,455
2021,6,27,AirlineA,1771,ATL,MIA,375,375,289
2022,1,12,AirlineA,7224,LAX,MSP,242,-22,683
2023,10,4,AirlineA,5554,JFK,DEN,138,30,287
2023,1,5,AirlineC,2584,JFK,BOS,317,131,249
2022,6,19,AirlineD,2104,PHX,SEA,84,558,709
2021,7,2,AirlineA,4295,IAH,MIA,106,444,402
2022,5,22,AirlineC,9751,DFW,SFO,14,296,337
2023,9,20,AirlineC,4750,DFW,LAS,200,496,137
2021,9,1,AirlineE,6514,IAH,LAS,328,512,261
2022,5,25,AirlineC,2796,IAH,SFO,141,581,424
2021,2,16,AirlineE,2743,JFK,LAS,387,359,57
2021,7,4,AirlineD,6881,DFW,MSP,1,428,55
2022,8,28,AirlineB,4119,IAH,MSP,-14,104,246
2022,2,12,AirlineE,7543,JFK,DEN,353,173,49
2021,8,8,AirlineA,8668,SLC,DEN,293,403,100
2022,9,15,AirlineE,9279,PHX,SFO,153,231,354
2021,4,8,AirlineE,9179,DFW,CLT,550,241,102
2023,7,9,AirlineC,7227,LAX,LAS,448,567,100
2022,12,15,AirlineA,2403,LAX,MSP,415,277,459
2023,4,14,AirlineC,2489,LAX,SEA,169,300,666
2022,5,21,AirlineE,5808,IAH,MIA,353,449,95
2021,4,24,AirlineD,1053,LAX,BOS,220,-24,702
2021,10,6,AirlineB,2679,PHX,MSP,470,217,267
2021,3,23,AirlineE,2104,SLC,SEA,106,185,624
2022,5,9,AirlineA,2139,ORD,LAS,215,137,449
2022,7,20,AirlineE,5061,ORD,BOS,139,419,529
2021,10,23,AirlineB,6977,PHX,SFO,17,109,289
2023,3,1,AirlineE,3615,DFW,MIA,36,403,676
2021,4,25,AirlineB,3646,DFW,BOS,111,187,349
2022,11,3,AirlineE,3103,ORD,MIA,464,309,373
2021,6,27,AirlineC,1964,PHX,SFO,368,28,498
2022,7,19,AirlineE,4295,LAX,SEA,534,196,172
2021,1,23,AirlineD,6313,ATL,SEA,128,158,487
2023,12,25,AirlineB,2519,SLC,CLT,448,448,268
2021,2,14,AirlineE,1514,JFK,MSP,381,275,534
2021,8,1,AirlineB,4923,PHX,MIA,213,357,80
2022,10,11,AirlineB,4295,DFW,SFO,264,56,83
2023,8,26,AirlineC,4510,JFK,SFO,477,246,63
2023,11,28,AirlineD,1053,PHX,SFO,408,434,475
2021,6,19,AirlineA,5119,ORD,MIA,10,220,459
2021,9,22,AirlineC,7118,IAH,BOS,391,42,334
2023,8,9,AirlineC,8787,SLC,SEA,76,505,267
2023,12,25,AirlineE,4608,SLC,BOS,582,49,308
2023,12,17,AirlineD,2424,PHX,LAS,-16,258,656
2023,11,7,AirlineB,7304,IAH,BOS,191,100,179
2023,4,19,AirlineC,9348,LAX,SFO,73,130,606
2023,12,18,AirlineA,2049,LAX,LAS,600,265,620
2022,4,9,AirlineA,1409,LAX,SFO,431,417,212
2021,4,27,AirlineE,1009,DFW,CLT,277,146,697
2021,6,13,AirlineD,8749,SLC,DEN,495,483,583
2021,3,7,AirlineD,9689,SLC,MIA,307,529,342
2021,7,17,AirlineA,9085,LAX,SEA,231,559,702
